Date,QQQ,SPY
2023-04-20,311.560302734375,398.6114196777344
2023-04-21,311.8854675292969,398.9211120605469
2023-04-24,311.23529052734375,399.3372497558594
2023-04-25,305.3642578125,392.9981994628906
2023-04-26,307.2161560058594,391.3336486816406
2023-04-27,315.56964111328125,399.12432861328125
2023-04-28,317.74664306640625,402.53094482421875
2023-05-01,317.3822021484375,402.12445068359375
2023-05-02,314.6141052246094,397.6048889160156
2023-05-03,312.5552978515625,394.8757629394531
2023-05-04,311.4519958496094,392.0788269042969
2023-05-05,318.0717468261719,399.3372497558594
2023-05-08,318.8597412109375,399.4437561035156
2023-05-09,316.84039306640625,397.6919860839844
2023-05-10,320.2881774902344,399.5501403808594
2023-05-11,321.3323974609375,398.8533630371094
2023-05-12,320.1798400878906,398.3307189941406
2023-05-15,321.91351318359375,399.7050476074219
2023-05-16,322.27801513671875,397.033935546875
2023-05-17,326.17889404296875,401.853515625
2023-05-18,332.2371520996094,405.72467041015625
2023-05-19,331.488525390625,405.1343078613281
2023-05-22,332.6016540527344,405.2987365722656
2023-05-23,328.3854675292969,400.750244140625
2023-05-24,326.7010192871094,397.84686279296875
2023-05-25,334.65057373046875,401.2921142578125
2023-05-26,343.2010803222656,406.4891357421875
2023-05-30,344.75750732421875,406.64398193359375
2023-05-31,342.79718017578125,404.38909912109375
2023-06-01,346.7571716308594,408.231201171875
2023-06-02,349.3577575683594,414.13470458984375
2023-06-05,349.6040954589844,413.34112548828125
